x	y
Yes set reminder every single minute of today	Not Found
I already set reminder 2 timet	Not Found
A slight mistake..meeting alarm please change to 10.30	Found
Remind me to take air 1982 sc 785 tomorrow	Found
Reminder For studies	Found
Kindly remind me tomorrow 9:40 am to file the return	Found
Set a general reminder for today at 11:16 pm	Not Found
Reminder 2 or 3 time	Not Found
Remind me to buy shoes and eggs at 12:16 pm today	Found
Reminder for 6:30 pm today	Not Found
Remind after 40 mins from now	Not Found
Remind me to buy eggs every monday, Tuesday and Friday at 8 pm	Found
Hi , pls remind me to carry my voter id card?	Found
I already set	Not Found
Remind to collect shoes at 2.30 pm	Found
Remind me to make cheque tomm and get photocopies of marksheets	Found
Remind me talking to Dr. Hemant Kalyan at 2:30pm today	Found
Remind me to soak dates in milk daily at 5 pm	Found
Tnq u so much for your reminder	Not Found
The task-airtel sim swap was timed at 5:34pm instead of that you called me in 5:34am!!!	Found
Just remind about a form that I have to fill before 20th of this month	Found
Hey please shut all the reminders	Found
Remind to brkfst	Found
Hey remind me to study at 8 pm	Found
Can u remind me today at 3 pm	Not Found
so can reminder be cancelled which i set day before yesterday ??	Found
Later. Thanks	Not Found
how can I set another reminder	Not Found
Plz remind me about Venkat chahuhan	Found
Set me a reminder at 7:30 a.m.	Not Found
You may please deactivate this reminder	Not Found
Hey Manoj, this is your reminder from Haptik to meet Priya. Have a great day! {card}{http://haptikappimg.s3.amazonaws.com/content/8b8cd297bc8bc690780e03a320c38ff59c0e95ce1de2774e534bf56e8dc50be0.jpeg?w=720&h=720}	Found
Remind me 12: 50 nw	Not Found
Remind ne to go to gym today at 12:17	Found
I think there's problem in scheduler, I'm getting reminders every half an hour....	Found
Remind me to go look at the milk for the curd in half an hour	Found
I would like to set reminder	Not Found
Remind me at 9:00 am on 10th nov	Not Found
Meeting Reminder Date: November 10, 2016 Time: 1 30 PM Meeting with: Manager Venue: Office	Not Found
Tq	Not Found
Remind me to NEFT today SBI cards today 07:50am	Found
Thnx for remembering	Not Found
Ok I need voice reminder only	Not Found
Hi. Remind me tomorrow at 11am to go to Kunal's mom's funeral at 12 noon	Found
I want to set an alarm	Not Found
remind me hv to collect bike sticker from my facilty office today in between 4pm to 5pm	Found
Remind me to bring battery shell with in half n hour.	Found
10 am reminder sent at 10:55???	Found
Thankyou very much for reminding me	Found
Thanks for reminding me shruti	Found
Remind me tomorrow again	Not Found
Remind me on 24th Jan 8 pm	Not Found
You said you are gonna call me	Found
I want this to be scheduled everyday	Not Found
Can you set an alaram bae	Not Found
Hi pranay....thank you so much for helping and reminding.	Found
Remind me tomorrow morning 9:30 am to pay lic premium and ppf	Found
Schedule the above meeting at 5.30	Found
Remind me to take keys from harsh at 1pm	Found
Can I set a reminder for everyday	Not Found
Yes samiksha. Thank you	Not Found
Remind me about the train monthly pass tomorrow about the same time.	Found
I want to place an reminder for watching movie	Found
Thanks for reminding me😊	Found
Pleaa e set up one for 6 .15 too	Not Found
Reminder of doctor	Found
Need the reminder daily	Not Found
You tell me what should I do now again the to do list is coming when I am talking about something else. It's just diverting the topic	Found
Remind me to pay rent on 1st jan	Found
Please remind me of contacting NAG	Found
Do I need to be connected to Internet to get the reminder.	Not Found
I want to know about haptik services charges	Found
Remind me to write a cheque today at 10:34 pm	Found
Ya u can	Not Found
16 January 12 o colok	Not Found
Topya collect at 10.30 pm today reminder	Found
How you remind me?	Not Found
I want to know about microwave oven	Found
Make a reminder of 3:00pm for today	Not Found
I called thank you	Not Found
Set an alarms for 9 am also	Not Found
Hey	Not Found
Remind me every two hours	Not Found
Remind me to finish my exam by tonight	Found
Remind me to bring sm personal stuff	Found
reminder to wakeup	Found
Hey,could you please set the alarm for 3 instead of 2	Not Found
Pls remind me to buy glue stick at 5pm today	Found
remind me everyday	Not Found
Hey Shruti ...Remind me to ask my mom for green set tomorrow @10am	Found
Hey shraddha can you set a reminder at 6:00 PM 29dec for me? ☺️	Not Found
About the appointment	Found
To do	Not Found
today at 10 am remind me to mr.button	Not Found
Plz help me i dnt know....any things	Found
remind me at 3	Not Found
Tell me my reminders	Found
Hey pls set the alarm to 4 30 am	Not Found
Zahra, do i have to make this reminder for each day?	Not Found
Just remind me on this Saturday, at exactly 10 pm with a keywords "Maslow's life map"	Found
Remind me after 15 minutes	Not Found
Remind me to get ready for airport	Found
Can you please remind me to take eggs in the evening at 7:30	Found
Reminder at 4	Not Found
Another daily reminder pls	Found
Reminds me	Not Found
Remind me to forward resume at 10:30 am today	Found
I just feel so sleepy.. thanks for reminding. :)	Found
I need to set 2 wakeup reminders	Found
I want a reminder	Not Found
Remind me to alert for writing paper of blind person. At morning 8:30AM	Found
Remind me to collect thermometer	Found
Remind me to wish Utkarsh Pandey happy birthday on 2nd August at 1 pm	Found
Tanx fr remainding	Not Found
list of reminders	Not Found
Remind me to get the transcripts for USC at 9 am on 9th December	Found
Make a reminder for me ever month 21st date Timings : 2pm	Not Found
Sorry schedule at today	Not Found
By what means ? Calling or something else	Found
Can you also remind me to pay all the monthly bills at 10 30 this morning	Found
Meeting Tom at 11 am at vikrant studios	Found
Can you set up this alarm in 4 times?	Not Found
Remind me to on my washing machine after 45 mins	Found
Naahb thnx	Not Found
Remind me to buy umbrella	Found
But kindly remind me at 9:30	Not Found
Cancelll that reminder	Not Found
2 remainders plzz 1 at 6 and another at 6.30 am	Found
Remind me to take print outs at 620 pm today (November 26)	Found
Please remind me about my exam on 19.12.2016	Found
Hi ! Remind me everyday to mark the attendance at 10am and at 12pm	Found
Can you now list all the reminders for me for tomorrow	Found
Check tasks. Remind me at 11 am today	Found
Hi please remind me to arrange for tomorrow at 12.15 noon today	Found
Pls give me a ring, instead of message	Not Found
Please change this Friday morning alarm to 2 pm in afternoon	Not Found
Make the reminder to one hr	Not Found
Just message is enough for remainder	Found
Hi remind me about making thank you cards at 3.00pm	Found
OK	Not Found
Can you set this reminder everyday	Not Found
Hi, I need your help with a list I intend to complete your	Found
Can u erase all my reminders?	Found
Can you set alarm for me	Not Found
Remind me to post letter to sbi at 6:35pm today	Found
Remind me about sending an offer to UNN sugar	Found
Can you remind me on 29th night	Not Found
can yu make one more reminder plz?	Not Found
I wished my dad manaal...thanks for reminding☺	Not Found
Gayathri 3/1/17 5.08	Not Found
Remind me to wish Sumit on 27th Jan at 11 am	Found
Yes thanks	Not Found
Hey team haptik.. Want to schedule a reminder every Wednesday's and Monday's at 11:00 am for follow up mail	Found
Set rememinder on 22nd November morning around 9 am	Not Found
I wish to unsubscribe from the reminders	Found
Remind me to eat Nutella and roti at 3:11 yoday	Found
General reminder	Not Found
Remind me to check results of LIC housing finance on 16th Jan	Found
Remind me to study at 12.10pm today	Found
Hi thank you for call	Found
Please remind me on Saturday 10th to meet the auditor	Found
Reminder for friend birthday celebration	Found
Then you remainder me 2pm to tell to go lunch	Found
I want to set a reminder for Monday to Friday every week at 10:55 am	Not Found
Missed 1, thanks for reminding	Found
8.30	Not Found
To you know some game hacking applications? Without root	Found
Remind me to Study Data Structures. Completing Computer Networks Nd Questions on 10th nov 7th o.m	Found
Remind for meditation	Found
By a call please	Not Found
Daily you can remind to this time	Not Found
Dnt remind me every hour	Not Found
Please remind me to get my laundry at 7pm today (November 25)	Found
2nd jan remind me wish dad b day 8am	Found
Remind me to play football	Found
Still I'm getting phone calls from HAPTIK	Found
Remind to check on my car battery tomorrow at 11 am	Found
Can you wish birthday for me?	Not Found
Set daily reminder except Sunday till 6 Jan 17 at 2:30 pm for class	Found
Can u remind me this after 15 mins	Not Found
Remind me to buy eggs on next Monday and Tuesday at 8 pm	Found
Should I need to turn on my wifi....for reminder	Found
i need a wakeup alarm	Found
Remind mee	Not Found
Meeting Reminder Date: November 15, 2016 Time: 3 55 PM Meeting with: Madhavi Venue: Matterhorn	Found
Can just send me a normal reminder	Not Found
Pl call me a day in advance	Found
Hey can u remind via text message?	Found
Please set a reminder of a birthday on 27 January of my sister Priyanshi(Babua Chacha's daughter)	Found
Remind me about Stand Up at 4.54 pm from Monday to Saturday.	Found
Remind me to unlock magical chest at 3pm tomorrow	Found
can u pls set a reminder	Not Found
I did it perfectly Thanks for the remainders Shruthi	Found
Remind me to send bank account details to hyd Tenant today	Found
Remind me to go collect my marksheet from college	Found
Remind me on 31st night 11:58 pm To see my mardhal pic and to think about my god (narsimha swamy) namam	Found
Remind me to read a book - cs6 Dreamweaver at 2 pm tomorrow	Found
Also remind me on Monday 13th Feb the same Tnx	Found
Can u remind me at 11:45 pm today	Not Found
Kis kam ka hai reminder	Not Found
Can u add this reminder for every 14th day of month?	Not Found
Thanx for reminder Haptik.	Not Found
Reminder of what	Not Found
Tell me something about yourself	Found
Can you set this reminder for every day	Not Found
Schedule meeting on Wednesday at 9.00 morning for Environmental change and sustainable development	Found
will this reminder work offline...?	Found
i din receive the reminder	Not Found
Remind me to get tripod from Siva Saran tomorrow by 12.40 PM	Found
How wil u Remind	Not Found
Can you set a office leaving reminder for me	Not Found
Call sajal . Afternoon.	Found
I will wish my frnd on 5 30 plz remind me	Found
Remind me to have a photograph tommorow at 11 pm	Found
Dude you reminding me at 12:51	Not Found
8:00 am	Not Found
Please remind me in 2 hrs	Not Found
please remind me to speak with advaita tonight	Found
kindly remind me of one mor brthday	Not Found
Remind me tomorrow to get my laptop repaired at 6: 00 pm	Found
hi sachin do u remember	Not Found
Gym Reminder	Not Found
Can you change the reminder to every 2 hours please	Not Found
Please remind me to take cash before I leave for office	Found
Remind me too do honework :3	Found
Whatkind of reminder services do u provide	Found
Can u remind me at 8:00 am in the morning to finish my notes of CT	Found
Is it possible to put in a reminder for every 15 days pls?	Found
Need to ask Nandini to organise a cotton pillow. Please remind me at 945am on 24 December. Thanks.	Found
Wish Birthday Name: Subha Date: December 22, 2017 Time: 1 50 pm	Not Found
And also can u remind me to buy sweet tomorrow for courier to send someone	Found
Tomorrow remind to hand over a cheque to Prashant Nahar!	Found
But you were 3 hours late reminding me.	Found
Remind me tomorrow at 4pm to meet Raj Nayak.	Found
Hey I want to set my own time table pls help me	Not Found
Pls remove the alert	Not Found
Meeting Reminder Date: November 29, 2016 Time: 10 30 am	Not Found
